amount,hour_of_day,day_of_week,transaction_count_1h,transaction_count_24h,distance_from_home,distance_from_last_transaction,is_foreign_transaction,is_online_transaction,merchant_category_encoded,card_type_encoded,device_type_encoded,is_fraud
17260.04,3,3,12,28,625.1498912067756,38.48251241912204,1,1,6,1,0,1
1918.51,20,2,3,19,1.9646453453065482,866.1306804700691,1,1,5,1,3,0
747.2,22,5,2,5,96.13281600736163,573.7390908219992,0,1,6,0,0,0
708.77,18,6,2,9,87.1508031366829,534.0626899655296,1,0,6,0,2,0
1594.82,9,5,1,3,44.245396866389044,430.9707957231087,1,0,8,0,0,0
2071.34,12,4,2,20,98.61834294523788,48.8341585908838,1,1,0,0,1,0
1961.31,8,1,2,8,79.16252990757837,826.12213452362,0,1,0,1,2,0
1444.05,10,4,3,18,13.068308753097568,543.6953439658627,0,0,1,0,1,0
3564.67,2,1,7,15,2753.9321090554386,129.86036281293468,0,0,9,0,3,1
2006.08,15,1,1,24,69.73599164123506,278.0726082743058,1,0,9,1,1,0
191.42,22,2,1,23,45.123913654425216,845.8146650221579,0,0,8,1,2,0
2389.01,10,4,1,22,39.72677328680595,781.4558867512591,1,0,1,1,1,0
2638.15,19,5,1,27,94.86376508234613,342.6655696276344,1,0,7,0,3,0
296.42,22,0,2,5,65.99347887269428,295.9961711797119,1,1,9,1,2,0
2437.48,13,6,1,4,62.499065544809916,634.5168381308574,0,1,6,0,2,0
2034.59,13,3,3,4,66.96352063648231,692.3479012367712,1,0,4,0,0,0
1849.75,8,0,3,28,58.27740601148361,889.0146671536912,1,1,1,1,2,0
2032.3,21,3,2,14,59.386793862680555,476.84149790170994,0,0,5,0,3,0
2266.06,16,2,1,24,2.1204085217480517,120.40536852853312,1,1,4,0,3,0
1403.88,10,1,1,5,93.08938657918236,0.001297346833073476,0,1,2,0,2,0
1189.85,18,1,1,4,42.2487822995649,537.540292797826,1,1,2,1,2,0
2111.4,15,5,3,6,82.40379158662043,955.2304238059423,1,0,2,1,1,0
2954.9,10,5,1,1,24.066568738906437,922.9400946188292,0,0,4,0,3,0
2512.51,20,5,1,8,77.30708219316351,612.9369483378651,1,0,6,1,2,0
47970.06,3,0,12,26,2569.303338901329,82.10394030700718,1,1,5,1,3,1
588.12,10,2,3,29,44.26719007803144,932.3667253087222,1,1,3,0,3,0
1374.04,11,6,1,9,76.88860058279643,527.9517933415073,1,0,1,0,1,0
43.55,21,3,2,24,44.78900061919542,606.1091150073368,0,0,7,0,0,0
291.32,10,4,1,11,69.04901206118952,738.1122706316729,0,0,3,1,1,0
2558.27,13,6,2,17,55.06192047901058,413.14758903189386,0,1,2,0,0,0
272.06,13,2,2,27,80.5279259301219,241.41994684865986,1,1,0,0,0,0
1367.61,15,3,1,24,33.88208586988413,11.877184352368397,0,0,3,0,0,0
2984.55,18,1,3,7,3.045904477139949,477.0028305537605,0,1,4,1,3,0
718.77,11,6,2,1,11.956945681607301,962.6410216092776,1,0,3,0,1,0
237.96,17,2,3,30,71.45834035733334,290.7980188500792,0,0,9,0,0,0
2324.96,13,0,2,2,21.310085009049363,523.2888980202091,1,0,5,1,3,0
54.01,14,6,1,21,35.37515498117026,977.6343426766117,1,1,5,0,2,0
2469.46,11,3,3,5,13.654664385405779,767.8190835671405,1,1,6,0,1,0
2563.4,13,2,3,9,88.4875329508154,98.5856657781592,0,1,5,0,3,0
2326.91,20,2,2,27,9.215248266369159,492.5632516696118,0,1,2,0,1,0
1309.34,13,2,3,9,33.40629152348995,154.04799104345713,1,1,0,0,3,0
768.82,13,2,2,11,33.54894879076016,715.9736834029853,0,1,6,1,2,0
1371.9,19,4,3,30,60.72185766277766,883.0119980696549,0,0,3,1,2,0
1376.51,16,6,3,21,44.99156637946903,423.1454319364849,1,1,0,1,2,0
788.7,21,3,3,5,33.71354275518286,710.0597961243247,1,1,5,0,2,0
782.47,9,2,2,28,31.189797326034487,255.86695327636167,1,0,7,1,1,0
2229.61,17,2,3,11,48.044736503532235,820.1063538794153,1,1,9,0,3,0
1825.37,19,4,2,25,95.37411023719898,916.7472423672956,1,0,8,0,2,0
1200.48,10,6,2,13,27.38595875568285,594.1638103353977,1,1,9,0,1,0
1259.61,20,4,2,22,11.21272296950896,754.6048628390201,1,0,9,0,2,0
2026.07,13,2,1,23,71.98736145216716,363.3298701059996,1,1,3,1,0,0
2753.78,11,4,2,25,96.16974573271366,134.60509105648143,0,1,0,0,0,0
703.72,13,4,1,28,77.46576827117687,433.12757955038137,1,0,4,0,1,0
48158.88,4,6,12,12,4242.7155891313,633.5148657102301,1,0,6,1,0,1
1177.79,15,6,1,8,82.20977135362402,847.7942150738972,1,1,0,1,3,0
2519.17,14,5,1,10,29.344382795058888,576.2787947230914,1,1,3,1,3,0
652.99,16,4,1,13,11.52691548451964,213.20928796073412,0,0,7,1,0,0
1339.74,17,2,1,17,86.89764684371266,675.7304037018131,1,0,1,0,0,0
378.97,15,6,2,23,45.452562526914065,493.90495614049735,0,1,1,1,2,0
46.56,15,4,1,28,58.32829712195069,395.9704993649782,1,1,7,1,2,0
454.37,14,6,2,19,6.095840655957652,963.3928124458985,0,1,7,1,3,0
1502.81,9,2,1,27,18.576402887216638,172.69732887398558,1,1,8,0,3,0
239.47,8,1,1,18,47.219332275372686,88.91806799623659,1,0,5,0,0,0
1685.8,15,2,1,23,65.10314294923928,400.07521954150513,0,0,9,0,0,0
360.52,8,6,1,12,43.524712806184255,524.9916348690354,1,0,0,1,2,0
1447.82,18,2,3,16,40.963348976386705,5.632935746763379,1,0,9,1,1,0
24764.2,4,6,16,8,1498.971336681723,437.4386383598028,1,0,3,1,2,1
2534.05,15,1,3,16,13.333630274395059,86.26362069094029,0,0,0,0,3,0
926.89,9,6,2,22,54.54796117726286,600.1102221086558,0,0,1,0,2,0
45847.63,0,5,20,3,4843.1719062434195,78.82136143195284,0,0,0,0,2,1
1914.25,10,4,3,19,44.38623413036819,512.0753352465272,0,0,9,0,1,0
2511.9,18,1,2,2,91.7676177728087,197.6808058684525,0,1,1,1,3,0
260.18,13,2,2,4,12.098358310606006,784.3390582653578,0,0,9,0,1,0
4751.1,1,2,12,17,4468.268867227067,807.6583088521861,1,1,9,1,1,1
1306.05,9,4,1,30,24.399090071034944,249.27796734713303,0,0,0,0,3,0
2759.64,16,2,2,9,61.97418568636621,470.22275524711745,1,0,5,0,2,0
2689.16,17,3,3,21,10.95361070043297,828.8193833532728,0,1,1,0,1,0
28900.95,0,0,11,12,3250.451330992451,827.8246404260233,1,0,2,1,2,1
2491.99,22,4,1,25,66.14296565858152,379.05479854766355,0,0,9,1,3,0
2070.58,16,1,1,20,94.57088821997382,76.6971957901289,0,0,4,0,2,0
692.64,11,1,3,19,27.808577427041648,863.4033828717414,1,1,4,1,2,0
1366.62,9,5,2,16,84.41827513027498,770.1653107746805,0,1,6,0,1,0
1837.83,19,5,2,14,62.67936551528077,238.6545532312646,0,0,1,1,0,0
324.71,20,2,1,3,57.67165408568623,631.9192440650828,0,1,9,0,3,0
2995.97,21,6,1,27,0.12276630045361392,154.12481226030195,0,0,7,1,0,0
2446.13,15,1,3,6,2.3811556538096634,580.3138216562581,0,1,2,0,2,0
2479.04,20,6,1,13,30.41170858962324,17.74821275971106,0,1,2,0,3,0
948.33,10,5,1,10,61.498962538212695,755.4191384674713,1,1,8,0,3,0
1404.95,8,6,2,26,16.842931618032864,851.3814737276415,0,0,9,1,0,0
2539.77,20,5,1,7,66.3935650613029,23.57946662641264,1,1,5,1,3,0
158.91,13,2,2,26,69.8844777696946,623.6337489726942,1,1,1,0,3,0
2648.11,20,3,2,4,89.82503183636919,69.9581161100289,1,0,2,1,3,0
1672.45,16,4,3,1,38.856918229276005,317.33836263647754,0,0,4,1,0,0
623.78,20,6,3,1,27.425865208844534,86.84910829191882,0,1,7,0,0,0
807.61,13,0,2,17,38.44381926927157,44.13718772360764,0,0,2,1,1,0
362.87,16,4,2,21,34.35058144239337,413.2549055954069,0,0,7,1,0,0
2323.75,20,6,3,25,17.029172262867842,580.8910292527979,1,1,4,1,3,0
35350.41,1,4,6,10,3529.6988311180785,498.20678087417724,0,0,6,1,2,1
2992.62,21,2,3,8,67.13051579804365,590.6672431771609,0,0,0,1,2,0
2230.18,12,6,3,21,68.13349000842696,691.7976137508678,1,1,4,1,2,0
1877.85,15,4,3,21,67.27226851680402,869.2218036322249,0,1,8,1,0,0
449.04,22,0,2,23,45.6258181786727,406.5392360749238,1,1,9,0,2,0
1803.67,17,6,1,12,28.926820633318517,861.7452734185704,0,1,8,0,2,0
427.73,21,6,3,11,1.9010581064391907,787.0214583083917,1,0,3,1,3,0
444.22,15,5,2,1,38.09343205256263,65.47477274533809,0,1,0,1,0,0
2444.7,10,5,3,7,17.568369989262557,796.5894666321956,1,0,6,0,0,0
166.84,11,0,3,14,88.26182222200661,922.8932142487995,1,1,7,1,1,0
2254.61,11,6,3,22,47.35013972474148,473.8706094245747,0,1,2,1,1,0
123.48,14,6,2,19,6.649948021479723,720.1328526306573,1,0,2,1,0,0
2373.9,11,4,3,5,47.14718550915739,102.48457406859401,1,0,6,0,2,0
2091.71,16,0,3,19,5.971137576807273,163.15813480660591,1,0,6,0,1,0
894.06,15,6,3,13,60.658759291409915,322.29610940190526,1,1,5,0,0,0
735.53,20,6,1,9,52.91377100763475,441.87035060951405,0,0,3,0,2,0
1488.4,10,5,3,1,33.18523297718842,771.1252186562689,0,1,1,1,2,0
2039.19,19,3,1,24,12.447439296224594,426.33213130641843,1,0,7,0,3,0
663.9,9,0,3,13,42.512749626667144,518.2553520529964,0,1,6,1,0,0
1286.46,14,2,2,24,25.83719469525484,683.685975216883,0,1,3,1,2,0
2233.26,21,2,3,25,94.57892705521466,140.4498400877694,1,0,7,0,3,0
1621.47,21,1,2,20,42.35590031162191,722.004874838233,0,1,9,1,0,0
1703.28,22,6,3,1,85.24394172422522,445.49482232875715,0,1,7,1,1,0
1949.32,11,6,2,11,9.928571958228128,345.84768447829,0,1,9,0,0,0
514.21,15,6,2,24,86.33083358370232,346.64085869874685,1,1,9,0,1,0
510.87,9,1,1,27,81.058138726836,501.3443604813859,0,0,9,1,2,0
1097.38,22,1,2,13,92.6862460028262,141.62035296636355,0,0,1,1,3,0
2411.65,16,2,2,26,14.785763549801445,131.58580181056834,1,0,1,0,3,0
2953.23,8,1,1,14,99.37052475757649,829.4983741097586,0,1,6,1,1,0
406.07,14,2,1,3,90.67947056340884,362.22285763006954,1,0,6,1,1,0
2388.97,20,6,2,16,0.4317014686602394,604.7271556013891,0,0,4,0,0,0
2516.11,19,2,2,14,76.637137389657,458.0987718041617,1,1,4,1,0,0
631.13,15,4,2,20,24.606130261544745,618.0949179127866,0,0,1,1,1,0
1474.88,22,4,3,11,70.50135802255251,655.2229146752042,1,0,0,0,0,0
1141.14,14,0,2,26,33.57426224144364,168.7632175309811,1,0,9,0,3,0
248.94,15,0,1,30,37.81175221398628,644.2413911573259,0,0,8,0,3,0
1713.13,14,3,2,7,17.308346769903636,879.7269439431839,0,0,6,0,1,0
427.17,12,0,2,14,48.48551304842338,955.2544008769196,0,1,6,1,0,0
78.57,22,4,1,20,70.19838413938396,533.6430454888568,1,0,6,0,1,0
1179.35,8,3,3,21,3.904218102060941,321.44469740693063,0,1,3,1,0,0
41.33,18,6,2,21,95.8404658568571,538.9803197150648,0,0,9,0,0,0
1799.39,8,0,2,10,35.68962107949045,82.53213907102774,0,1,1,1,0,0
474.69,15,0,2,3,46.24715112237754,658.0705176012092,1,0,9,1,1,0
624.48,9,6,2,11,66.14084157937452,125.92463688332035,0,0,8,1,0,0
1890.35,9,3,1,14,96.32755709162083,323.9897350715383,0,0,4,1,2,0
10890.2,4,1,15,17,574.8716126838284,310.0731619841437,1,1,8,1,2,1
2335.84,20,1,2,3,57.012175844068935,929.5404810858666,0,0,2,0,3,0
706.76,9,1,3,21,26.56631315320587,650.585838860039,0,0,0,0,3,0
1843.75,20,4,2,10,43.422493343123946,109.5217661907788,1,1,0,0,3,0
321.99,17,2,2,29,6.786351122637447,737.9293966995704,0,1,0,0,1,0
13866.31,0,3,12,15,4052.8373552603002,193.45011122197963,0,0,1,1,3,1
2526.64,12,5,3,4,79.32885671593863,547.9543708663208,1,0,5,1,2,0
1117.57,22,2,3,8,15.970197173593526,89.90295912326751,0,0,3,1,1,0
159.69,21,4,3,9,43.88432944561824,365.9365402226976,1,0,0,0,0,0
1280.96,17,1,3,18,66.06706796649274,549.8049704356184,0,0,1,0,0,0
77.66,8,0,1,5,18.54351541717838,394.14862212062616,0,0,6,1,0,0
1556.15,11,5,3,13,74.69438038390315,741.1419214345455,1,1,7,1,0,0
2888.02,16,5,3,27,40.8172380456672,436.83717834650673,0,1,2,0,2,0
1519.13,18,2,1,3,4.116731655686423,722.8220929197215,1,1,0,1,2,0
1501.35,9,3,2,4,23.81555361616674,760.2354039369555,0,1,3,1,2,0
2534.99,21,0,3,21,7.829881697559959,501.96802780787596,0,0,5,0,1,0
686.32,8,4,3,25,77.33152257099078,731.3780094293109,1,0,4,1,1,0
363.07,17,0,1,2,28.34498098388686,672.7873444903303,1,1,9,0,0,0
2997.07,13,3,3,10,77.22687133572356,34.67895069888183,1,0,6,0,1,0
1996.93,16,6,1,30,51.086999583358505,616.0659378003278,1,1,3,0,3,0
1654.98,11,0,1,30,0.6571111627051818,172.11103869173016,0,1,4,1,3,0
1185.5,14,5,1,15,34.66366245895826,339.0332645942692,1,1,1,0,0,0
1621.15,14,4,1,26,6.689774710126106,606.2425281236242,1,1,5,0,0,0
1096.99,14,0,3,16,35.528172529816175,500.1035080425675,0,1,9,0,0,0
2587.91,10,1,3,4,72.82035708245688,692.4891400716349,1,1,6,0,3,0
404.8,9,4,1,23,17.338289581229283,862.0722359271823,1,1,1,0,1,0
1603.16,11,3,2,26,1.3181232798402998,518.7302555293155,0,1,5,0,2,0
1225.21,22,2,1,8,75.7868595016603,430.2965291681503,1,1,2,0,2,0
695.65,11,1,2,14,26.331354303444055,724.3813115103366,1,1,1,0,2,0
776.31,18,0,3,20,62.46125224114597,985.9169094997234,0,1,9,1,3,0
1947.69,19,2,1,5,84.7452496888785,320.5670113415763,1,1,8,0,1,0
163.74,21,3,1,21,86.76061400345606,409.3885194212107,1,0,2,0,0,0
2055.09,16,2,2,7,54.53260486745285,806.054548388057,0,1,8,1,0,0
2566.39,12,3,3,9,52.32779885621752,362.22033402823973,0,1,3,1,3,0
1298.11,14,4,2,6,57.94009495165828,94.19607514012695,1,0,6,0,3,0
37.09,18,4,2,14,35.01061588297222,756.4748140177467,1,0,6,0,0,0
1705.51,15,1,2,21,54.447364497464044,584.0572546424637,0,1,4,1,2,0
1527.65,11,4,3,29,26.85314698622917,177.3638131711176,0,0,9,1,3,0
2685.04,11,6,3,24,71.53923617822988,956.0450625364509,1,0,1,0,1,0
88.84,16,3,1,20,59.85381284806933,378.40947532714864,1,1,3,1,1,0
830.23,15,0,1,11,95.54969434232225,590.5626165255677,0,0,1,1,0,0
1117.43,9,4,1,26,84.27870841420781,282.01007194075254,1,0,6,0,2,0
17213.0,1,3,7,9,4681.452874845935,799.5059869122161,0,1,9,0,3,1
911.32,15,4,3,30,87.1138842191071,915.1447950755567,1,0,3,0,0,0
1999.91,19,5,1,17,72.65574844863215,234.44716971486034,0,1,1,1,0,0
205.73,9,5,2,1,87.85206990000651,872.26756459626,1,1,3,0,0,0
1786.78,18,0,1,11,69.82203048605241,776.6555381721029,1,0,7,1,0,0
2832.07,15,3,3,28,28.949446973323234,228.66738585991408,1,1,6,1,0,0
842.34,20,3,1,12,6.197433428817312,299.5769681255591,0,0,4,1,2,0
17903.13,3,3,8,6,4775.580755485245,54.3923518743783,1,1,1,0,1,1
1339.46,22,1,1,26,29.581429323175513,387.3548486319153,1,1,8,1,2,0
425.19,22,5,2,2,39.738520343752015,544.3495275877855,0,1,2,1,1,0
1551.61,22,6,2,4,42.55009355480921,82.98943927949654,1,0,1,0,0,0
2816.52,22,4,1,2,16.41663489980282,373.6620049830621,0,0,3,1,0,0
2864.03,8,2,3,6,99.42522856530425,295.62953404361025,1,1,6,1,3,0
2539.85,19,3,3,30,24.746236051752255,645.9490741222963,0,1,8,0,3,0
639.32,17,4,1,25,69.47693394078038,141.98969287088025,1,1,7,1,3,0
776.83,10,2,3,25,76.88233754887392,492.3869161460922,1,1,1,1,2,0
2891.16,21,2,1,13,60.71591923544695,782.2002029405359,0,0,9,0,2,0
1266.72,15,6,3,15,85.88584986905288,235.83565271151141,0,0,6,1,1,0
1166.82,18,6,2,15,1.0323135609549006,91.61004487965518,1,1,8,0,1,0
1252.25,9,4,2,1,32.83092100132472,548.9094809442149,1,1,1,1,0,0
1442.96,9,5,1,16,58.001974102359654,257.64908695833157,0,0,3,0,2,0
1001.02,9,5,3,27,50.93349245118641,840.1781813570149,1,1,1,0,3,0
2677.49,11,2,2,12,61.222799954491144,148.28506194880785,0,1,3,1,0,0
1141.33,17,1,1,18,75.3670542534038,697.7974284209716,1,1,4,1,2,0
601.13,20,6,1,18,61.106225494665246,47.5266331700479,1,1,7,0,1,0
2106.55,15,2,1,3,39.2867134872646,334.537424916747,1,0,7,1,3,0
71.22,18,2,3,11,67.88253772362584,363.0807103717475,0,0,8,0,2,0
749.61,11,5,2,21,66.129816960137,269.453287891381,1,0,3,0,0,0
1084.02,14,1,2,18,52.22127384672193,312.69568275450365,0,1,2,1,2,0
1884.28,14,5,1,15,59.029844041972,366.4052003832977,1,0,6,1,2,0
2991.86,21,0,3,5,42.015105978787126,1.480319646373629,0,0,0,1,0,0
394.93,19,4,1,3,31.82892928829697,742.262986381097,1,0,2,1,1,0
2021.88,21,1,2,19,20.40888294829467,497.9346949632698,0,0,2,1,3,0
1210.99,19,3,3,22,30.32674350561173,683.0066097653716,1,0,4,1,0,0
273.02,18,2,2,27,56.75514367161737,440.0778938766269,0,0,9,1,1,0
1884.74,21,5,2,21,9.809688217514335,943.1881576272717,0,0,0,0,2,0
2723.13,16,4,1,11,11.81821318633325,202.1987049963506,0,1,1,0,2,0
2668.81,16,0,1,13,95.53963569762468,574.415593756042,1,1,4,0,3,0
2266.16,11,4,2,28,61.32791987005444,690.2450616197021,0,1,7,1,3,0
2017.34,18,1,2,30,46.082758279672575,175.09872336084553,0,0,4,1,3,0
729.26,21,6,1,8,97.18123953674029,792.9857758087616,1,0,5,1,1,0
861.1,21,0,2,22,79.27023492598403,106.2872005715111,1,0,9,0,3,0
1624.05,16,3,2,10,30.77944055040328,637.3478295557844,0,1,5,1,3,0
2912.48,17,4,3,5,69.2860909734416,787.7623613254622,0,0,8,0,1,0
357.8,17,2,2,6,80.48936867955757,452.69636023281555,1,0,2,0,2,0
2594.9,11,2,1,22,32.07623922973669,864.9622146643488,1,0,2,1,1,0
1984.82,12,3,3,14,47.2060505389347,433.4630686805967,0,1,6,0,1,0
1050.98,10,4,2,30,69.99064089298301,710.0335767511529,0,0,1,1,0,0
1407.02,10,1,2,26,34.633352301489026,987.9137453570776,0,0,0,0,1,0
327.62,14,3,3,11,69.91537247231089,724.9926009158709,1,0,3,0,0,0
1132.57,9,2,2,3,8.235967107180775,1.1301653700346304,1,1,7,0,0,0
11506.15,1,3,19,27,1111.4444737032757,848.7663306834033,0,1,5,0,0,1
4731.2,2,5,17,1,1373.870412287082,657.9527892875872,1,0,4,0,2,1
1164.76,17,4,3,6,24.151361375001045,673.0218736180833,0,1,8,0,3,0
888.71,11,2,2,8,53.5677429562821,492.58127254425386,1,1,4,1,2,0
1610.07,21,2,2,15,38.36983520120554,876.2397527521287,1,1,6,0,0,0
2805.18,21,3,2,14,21.819675233064473,240.2401490146412,1,0,1,1,0,0
599.55,12,6,3,29,68.9924412112615,737.5280143782853,0,1,4,1,2,0
1005.48,13,3,1,18,39.425961364033,680.4319319194386,1,0,3,1,2,0
405.31,13,3,1,9,8.05459950985683,950.9516895392766,0,1,4,0,1,0
2325.91,12,6,1,8,83.45554853411137,75.82197455328144,1,0,8,1,3,0
2729.14,19,1,3,26,26.0406375832689,820.3368743394253,0,0,3,0,0,0
2007.02,13,6,2,8,62.836800865663356,710.0030078147248,0,0,6,0,3,0
2163.84,16,1,3,24,36.50839171820388,870.234805610643,1,0,2,0,2,0
600.41,9,0,3,8,87.81720247782364,455.37719245501717,1,0,5,0,1,0
2493.01,19,2,2,5,13.50051216774525,143.65405718921355,1,1,8,1,3,0
2137.43,10,2,3,9,41.79288592135529,795.498634919884,1,1,2,0,0,0
933.36,19,3,3,30,74.73423802704423,360.20345459034866,0,0,3,0,1,0
582.3,17,1,2,30,3.3373770652152968,212.78242911005185,1,1,9,0,2,0
1308.92,10,0,3,9,60.69836824063904,831.0301307532775,1,1,2,0,0,0
2829.34,19,2,2,24,66.45519651791348,63.75881624778768,0,1,8,0,3,0
1993.51,17,4,3,14,37.04668369946693,154.6747790320996,0,0,0,0,2,0
1781.31,10,1,1,26,9.116510703453852,684.9939998550401,1,1,7,1,2,0
587.18,20,2,1,16,99.69999047799637,38.45018796505351,0,0,1,1,2,0
2584.82,12,2,2,5,43.9552830806917,972.4018592407051,0,1,5,0,0,0
2538.01,17,2,3,10,89.42589748055896,771.763789322623,0,0,1,0,1,0
66.7,8,0,2,18,47.8821899811044,168.4458236512767,0,0,5,0,3,0
481.16,19,6,3,17,49.594587288226656,798.0182360403169,0,0,1,0,0,0
33260.22,2,3,16,9,576.7522521338321,845.8872650495964,0,0,4,1,1,1
2853.63,8,6,3,1,50.45417748089015,559.1996717911485,0,0,2,1,2,0
1343.59,16,3,3,9,14.74013099289423,520.7698881271327,1,1,4,1,1,0
243.5,19,3,1,13,32.19379019626988,160.22410861063562,1,1,0,0,3,0
2639.57,15,0,3,20,17.873104486507952,277.49926650297573,0,0,7,0,2,0
1769.63,14,6,2,10,2.5968648824761686,450.3764030710541,0,1,8,0,0,0
16302.45,2,0,9,16,2998.8798889365617,558.6821877896191,0,0,7,0,2,1
476.86,19,2,1,30,5.54832688624094,147.68364746887963,1,0,2,0,3,0
19851.39,4,6,17,3,575.547264910365,642.8885490923641,1,0,7,0,0,1
407.73,16,1,1,28,9.889625648364664,338.7721471628247,1,0,5,0,1,0
141.23,19,6,1,25,82.15791281812776,461.89243596658946,0,1,4,1,1,0
1205.73,8,1,2,14,12.970881075908991,479.47154787884136,0,0,4,0,2,0
515.87,9,0,3,4,22.52405115976821,671.721034385089,1,1,5,0,1,0
1967.19,9,5,2,21,71.62492201625604,151.0032343144939,0,0,7,0,2,0
11.2,17,0,1,14,86.07542342604772,36.07287504912682,0,0,5,1,3,0
224.03,14,6,2,6,78.88495407421692,630.5680614839991,1,0,1,0,3,0
1136.85,9,3,2,17,6.365259398545042,530.4706082501693,1,1,4,0,1,0
14166.05,4,4,5,4,4557.313781820879,555.600697332492,1,0,4,0,0,1
1922.42,8,6,2,13,95.4949564406245,204.55809268797253,0,1,3,1,1,0
1589.56,16,5,3,13,57.653380485977856,664.8570570293926,1,0,0,0,2,0
247.34,9,1,2,30,41.7629194424159,876.7289538448082,0,0,4,0,0,0
1057.62,9,5,2,21,75.27697564618666,330.28216705510806,1,1,6,1,2,0
76.36,17,3,1,22,78.22137545360268,422.03516829332534,1,1,8,0,3,0
600.57,9,0,1,1,57.23196184182202,355.73275438621334,1,0,0,1,2,0
1428.92,18,1,1,11,21.120831487398583,115.07759655454963,0,1,8,0,0,0
853.97,21,0,1,10,70.47413829786902,581.5029219513896,1,1,2,0,2,0
14386.28,1,2,17,4,957.9452091642663,427.00159065414766,0,1,8,1,2,1
2646.16,11,2,1,20,16.029347400285175,534.4018055540448,0,0,0,0,1,0
1731.54,18,1,2,22,67.44860913008793,728.0446808547224,1,0,2,1,1,0
1922.3,14,3,3,18,63.754042671529184,515.0114610782255,0,1,5,0,3,0
2005.81,19,4,3,16,34.2446758446557,617.2335569879324,0,0,2,0,2,0
1106.5,10,4,2,11,70.76855041101497,772.6050884974278,1,0,8,1,0,0
2478.11,10,3,2,20,95.4564772173511,96.42156807763035,1,1,8,1,2,0
36224.81,3,3,10,17,1533.6524781035,984.6476720391087,0,1,3,0,3,1
1583.52,9,4,3,27,17.447969332747114,917.5134446513906,0,0,5,1,0,0
2375.66,20,0,3,14,25.551484968615146,894.8936152409952,0,0,6,0,2,0
2806.69,16,2,1,15,35.39511927209051,564.4239997918805,0,1,9,1,1,0
1267.6,10,5,2,10,65.7079407698975,475.8150598118658,1,1,0,0,2,0
411.93,8,1,2,6,80.71297802435396,166.79398198603434,1,1,3,0,3,0
1061.79,12,2,1,17,46.888057570572805,146.98895095918508,1,0,6,1,1,0
321.69,22,3,2,3,25.069523529415626,314.03489230368643,1,1,0,1,0,0
949.45,18,3,1,11,16.72288387368529,803.7714655743218,0,0,8,1,0,0
2872.32,8,1,1,29,76.41006352270469,259.74237701394287,1,0,0,0,3,0
447.61,15,2,3,7,29.912532740839982,25.846299177092913,1,1,3,1,2,0
82.32,11,2,2,13,14.201816698361947,681.2825724742877,1,0,4,0,3,0
24.97,13,6,1,7,85.29091861485144,751.9320805480254,0,1,2,0,1,0
1468.3,20,1,1,11,81.59814598727722,514.3289322190346,0,0,6,1,1,0
619.31,17,4,3,24,54.88972572355334,344.2064133973213,0,0,3,1,2,0
66.98,21,5,3,19,31.765028565447885,547.5748616925288,1,0,5,0,0,0
943.56,11,0,2,9,96.36796092612339,934.0384478228175,1,1,9,1,3,0
2144.01,22,2,1,25,53.18417449079275,985.8496979970839,0,1,7,0,0,0
501.28,18,4,3,12,49.12226465718855,309.1962908901701,1,0,5,1,0,0
1716.34,15,4,3,27,35.18253489944993,33.841754154395495,0,1,6,0,0,0
1189.7,20,5,3,1,83.49492379972514,164.26569772786448,1,0,1,0,2,0
1282.87,11,4,1,15,80.00150569960722,516.6654749154626,0,0,3,0,0,0
949.61,12,5,3,10,25.82312364198155,331.63226951251323,0,1,8,1,0,0
957.79,12,0,2,22,27.065817292815087,780.960896469658,1,0,9,1,2,0
820.82,15,1,3,7,50.878284014978234,492.2309552677242,0,1,0,0,1,0
831.98,14,6,2,27,40.3972908927596,615.5960897735542,1,1,0,0,2,0
1692.52,15,3,3,26,40.74108704761195,142.18354622327345,0,0,0,1,3,0
1083.1,10,6,3,14,81.67120558956569,834.3207281958784,0,1,4,1,2,0
407.66,9,5,1,21,34.67421310652705,526.2506332912842,0,0,3,1,3,0
1238.82,17,1,2,21,75.7436935503187,100.2569795520264,1,0,3,1,0,0
1533.82,14,0,2,18,30.704092986414533,992.4405025754006,0,0,2,1,0,0
1895.36,11,4,3,2,34.96171634785943,168.11983438567668,1,1,8,0,3,0
635.2,16,2,3,18,51.37340028563104,341.4053633603493,1,0,6,1,3,0
2939.91,22,1,3,27,20.170477894890237,926.6581775919657,0,0,7,1,3,0
2607.04,13,0,1,9,8.823257111705619,659.7991769258438,1,0,7,0,0,0
1674.73,18,6,2,30,55.314615812097365,227.04825988828026,0,0,1,1,3,0
545.9,8,1,3,29,8.53368675830951,589.0723650900387,1,0,4,0,1,0
1302.62,15,3,2,28,35.59554357929585,181.14035064950895,0,1,1,0,1,0
1473.28,13,4,1,16,24.509026958402035,456.42666816657106,1,0,0,0,0,0
874.21,14,3,1,9,54.09689249639199,623.1396807808486,1,1,5,1,0,0
2342.42,10,6,2,18,7.412362288183704,290.4104160302603,0,1,6,0,1,0
2613.92,19,1,1,29,43.223792710399756,843.3430653846186,0,1,0,0,0,0
2037.29,11,6,1,24,28.418677069213317,487.0422450617857,0,1,1,1,0,0
748.87,20,2,3,10,39.92335612702197,332.1213240804037,0,0,7,1,2,0
13901.86,4,0,11,14,3170.588394580999,123.5295560534514,0,0,6,1,1,1
574.19,11,2,1,14,12.061319738744835,849.3715662328616,1,1,4,1,0,0
